,region,sector,Year,value
561,India,mining energy use,2080,0.010308508999999999
562,India,mining energy use,2085,0.010271641
563,India,mining energy use,2090,0.010159503
564,India,mining energy use,2095,0.009966378
565,India,mining energy use,2100,0.009748283
566,India,other industrial energy use,2025,0.001264789
567,India,other industrial energy use,2030,0.00928946
568,India,other industrial energy use,2035,0.023664216000000002
569,India,other industrial energy use,2040,0.044269265999999995
570,India,other industrial energy use,2045,0.06882758
571,India,other industrial energy use,2050,0.0945546312
572,India,other industrial energy use,2055,0.1209103196
573,India,other industrial energy use,2060,0.14736591484000003
574,India,other industrial energy use,2065,0.17220658479999998
575,India,other industrial energy use,2070,0.1962796433
576,India,other industrial energy use,2075,0.2221241747
577,India,other industrial energy use,2080,0.25022236500000006
578,India,other industrial energy use,2085,0.280017033
579,India,other industrial energy use,2090,0.309583746
580,India,other industrial energy use,2095,0.33374895099999996
581,India,other industrial energy use,2100,0.35196138899999996
582,India,process heat cement,2025,0.00011636
583,India,process heat cement,2030,0.00099855201
584,India,process heat cement,2035,0.0023437933399999998
585,India,process heat cement,2040,0.0035657254099999997
586,India,process heat cement,2045,0.0040393098899999995
587,India,process heat cement,2050,0.004608743447
588,India,process heat cement,2055,0.005037462502
589,India,process heat cement,2060,0.0053819917022
590,India,process heat cement,2065,0.00528328923
591,India,process heat cement,2070,0.005142015556
592,India,process heat cement,2075,0.00526570418
593,India,process heat cement,2080,0.00543380776
594,India,process heat cement,2085,0.00555697075
595,India,process heat cement,2090,0.00548277561
596,India,process heat cement,2095,0.005141184619999999
597,India,process heat cement,2100,0.00488739573
598,India,transport,2025,0.00686344203
599,India,transport,2030,0.041069529199999996
600,India,transport,2035,0.135829985602
601,India,transport,2040,0.24345046454999994
602,India,transport,2045,0.34447363174999995
603,India,transport,2050,0.44319943170000003
604,India,transport,2055,0.5347252012999999
605,India,transport,2060,0.6369750963999999
606,India,transport,2065,0.7527048061999999
607,India,transport,2070,0.8907886760000002
608,India,transport,2075,1.048672027
609,India,transport,2080,1.199478303
610,India,transport,2085,1.336249611
611,India,transport,2090,1.453734017
612,India,transport,2095,1.5384905460000002
613,India,transport,2100,1.610458425
614,South Asia,N fertilizer,2025,0.0002988794
615,South Asia,N fertilizer,2030,0.0022285783000000003
616,South Asia,N fertilizer,2035,0.0071843097000000005
617,South Asia,N fertilizer,2040,0.0140875306
618,South Asia,N fertilizer,2045,0.0204332996
619,South Asia,N fertilizer,2050,0.026489203300000003
620,South Asia,N fertilizer,2055,0.03162563767
621,South Asia,N fertilizer,2060,0.03587533922
