,Year,region,mode,technology,value
366,2085,Brazil,Domestic Aviation,BEV,0.050751
367,2085,Brazil,Domestic Aviation,Hydrogen,0.0367774
368,2085,Brazil,Domestic Aviation,Liquids,0.192646
369,2085,Brazil,International Aviation,BEV,0.000204618
370,2085,Brazil,International Aviation,Hydrogen,0.00186798
371,2085,Brazil,International Aviation,Liquids,0.273046
372,2085,China,Domestic Aviation,BEV,0.636877
373,2085,China,Domestic Aviation,Hydrogen,0.520991
374,2085,China,Domestic Aviation,Liquids,2.445
375,2085,China,International Aviation,BEV,0.000874305
376,2085,China,International Aviation,Hydrogen,0.0088657
377,2085,China,International Aviation,Liquids,1.11612
378,2085,India,Domestic Aviation,BEV,0.521577
379,2085,India,Domestic Aviation,Hydrogen,0.551479
380,2085,India,Domestic Aviation,Liquids,2.4057
381,2085,India,International Aviation,BEV,0.000742354
382,2085,India,International Aviation,Hydrogen,0.00948942
383,2085,India,International Aviation,Liquids,1.15351
384,2085,South Asia,Domestic Aviation,BEV,0.02138544
385,2085,South Asia,Domestic Aviation,Hydrogen,0.01900512
386,2085,South Asia,Domestic Aviation,Liquids,0.1284813
387,2085,South Asia,International Aviation,BEV,0.00047461
388,2085,South Asia,International Aviation,Hydrogen,0.0052949
389,2085,South Asia,International Aviation,Liquids,0.984181
390,2090,Africa_Western,Domestic Aviation,BEV,0.463074
391,2090,Africa_Western,Domestic Aviation,Hydrogen,0.46757
392,2090,Africa_Western,Domestic Aviation,Liquids,2.01406
393,2090,Africa_Western,International Aviation,BEV,0.000735316
394,2090,Africa_Western,International Aviation,Hydrogen,0.00904855
395,2090,Africa_Western,International Aviation,Liquids,1.14516
396,2090,Brazil,Domestic Aviation,BEV,0.0533358
397,2090,Brazil,Domestic Aviation,Hydrogen,0.0384532
398,2090,Brazil,Domestic Aviation,Liquids,0.193853
399,2090,Brazil,International Aviation,BEV,0.000216251
400,2090,Brazil,International Aviation,Hydrogen,0.00196516
401,2090,Brazil,International Aviation,Liquids,0.276753
402,2090,China,Domestic Aviation,BEV,0.627483
403,2090,China,Domestic Aviation,Hydrogen,0.527337
404,2090,China,Domestic Aviation,Liquids,2.41509
405,2090,China,International Aviation,BEV,0.000857381
406,2090,China,International Aviation,Hydrogen,0.00890667
407,2090,China,International Aviation,Liquids,1.09381
408,2090,India,Domestic Aviation,BEV,0.589373
409,2090,India,Domestic Aviation,Hydrogen,0.617488
410,2090,India,Domestic Aviation,Liquids,2.62193
411,2090,India,International Aviation,BEV,0.000815181
412,2090,India,International Aviation,Hydrogen,0.0103354
413,2090,India,International Aviation,Liquids,1.22275
414,2090,South Asia,Domestic Aviation,BEV,0.026003440000000003
415,2090,South Asia,Domestic Aviation,Hydrogen,0.0230975
416,2090,South Asia,Domestic Aviation,Liquids,0.15112019999999998
417,2090,South Asia,International Aviation,BEV,0.000550199
418,2090,South Asia,International Aviation,Hydrogen,0.00613551
419,2090,South Asia,International Aviation,Liquids,1.104613
420,2095,Africa_Western,Domestic Aviation,BEV,0.529796
421,2095,Africa_Western,Domestic Aviation,Hydrogen,0.530335
422,2095,Africa_Western,Domestic Aviation,Liquids,2.31562
423,2095,Africa_Western,International Aviation,BEV,0.000820325
424,2095,Africa_Western,International Aviation,Hydrogen,0.010017
425,2095,Africa_Western,International Aviation,Liquids,1.28125
426,2095,Brazil,Domestic Aviation,BEV,0.0554936
427,2095,Brazil,Domestic Aviation,Hydrogen,0.0395273
428,2095,Brazil,Domestic Aviation,Liquids,0.195189
429,2095,Brazil,International Aviation,BEV,0.000225363
430,2095,Brazil,International Aviation,Hydrogen,0.00202591
431,2095,Brazil,International Aviation,Liquids,0.279664
432,2095,China,Domestic Aviation,BEV,0.617333
433,2095,China,Domestic Aviation,Hydrogen,0.523377
434,2095,China,Domestic Aviation,Liquids,2.39025
435,2095,China,International Aviation,BEV,0.000836129
436,2095,China,International Aviation,Hydrogen,0.0087544
437,2095,China,International Aviation,Liquids,1.07084
438,2095,India,Domestic Aviation,BEV,0.652611
439,2095,India,Domestic Aviation,Hydrogen,0.664861
440,2095,India,Domestic Aviation,Liquids,2.84853
441,2095,India,International Aviation,BEV,0.000872884
442,2095,India,International Aviation,Hydrogen,0.0107931
443,2095,India,International Aviation,Liquids,1.2853
444,2095,South Asia,Domestic Aviation,BEV,0.0310555
445,2095,South Asia,Domestic Aviation,Hydrogen,0.0272991
446,2095,South Asia,Domestic Aviation,Liquids,0.1755825
447,2095,South Asia,International Aviation,BEV,0.000627588
448,2095,South Asia,International Aviation,Hydrogen,0.00692748
449,2095,South Asia,International Aviation,Liquids,1.2275909999999999
450,2100,Africa_Western,Domestic Aviation,BEV,0.593295
451,2100,Africa_Western,Domestic Aviation,Hydrogen,0.589403
452,2100,Africa_Western,Domestic Aviation,Liquids,2.6134
453,2100,Africa_Western,International Aviation,BEV,0.000899872
454,2100,Africa_Western,International Aviation,Hydrogen,0.010914
455,2100,Africa_Western,International Aviation,Liquids,1.41322
456,2100,Brazil,Domestic Aviation,BEV,0.0571205
457,2100,Brazil,Domestic Aviation,Hydrogen,0.04065
458,2100,Brazil,Domestic Aviation,Liquids,0.195886
459,2100,Brazil,International Aviation,BEV,0.000232585
